Proteins, Eliot EXO, Clov EXO, Tato EXO, Samo EXO, Flash EXO, Gus 2 EXO,Fritz 2 EXO,Tessa 2 EXO,Fritz 1 EXO,Tessa 1 EXO,Gus 1 EXO
Glycerol-3-phosphate dehydrogenase [NAD(+)] OS=Leishmania infantum OX=5671 GN=GPD PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Glycerol-3-phosphate dehydrogenase OS=Leishmania infantum OX=5671 GN=LINF_280007300 PE=3 SV=2,0,0,2,0,2,6,2,0,0,0,2
Glycerophosphoryl_diester_phosphodiesterase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_280027700 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Glycerophosphoryl_diester_phosphodiesterase_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_240027800 PE=4 SV=1,3,0,3,0,7,8,0,0,0,5,2
Glycine cleavage system H protein OS=Leishmania infantum OX=5671 GN=GCVH PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Glycine cleavage system P protein OS=Leishmania infantum OX=5671 GN=GCVP PE=3 SV=1,0,0,0,0,3,3,0,0,2,0,2
Glycogen synthase kinase 3 OS=Leishmania infantum OX=5671 GN=GSK3 PE=3 SV=1,2,8,14,36,6,3,3,0,15,7,0
Glycoprotein_96-92_-_putative OS=Leishmania infantum OX=5671 GN=LINF_280028900 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Glycosomal membrane like protein OS=Leishmania infantum OX=5671 GN=LINF_240006200 PE=4 SV=1,0,0,0,0,0,5,0,0,0,0,5
Glycosomal membrane protein-like protein OS=Leishmania infantum OX=5671 GN=LINF_280029300 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Glycosomal_membrane_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_280029400 PE=4 SV=1,21,0,11,6,21,28,25,5,0,21,34
Glycosome import protein OS=Leishmania infantum OX=5671 GN=PEX2 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Glycosyltransferase_(GlcNAc)_-_putative OS=Leishmania infantum OX=5671 GN=LINF_170017300 PE=4 SV=1,0,0,4,3,3,5,0,0,0,2,4
Glycylpeptide N-tetradecanoyltransferase OS=Leishmania infantum OX=5671 GN=NMT PE=3 SV=1,4,4,11,14,13,10,4,0,8,5,6
Glyoxalase I OS=Leishmania infantum OX=5671 GN=GLO1 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Glyoxalase II OS=Leishmania infantum OX=5671 GN=Glo2 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0
GMP reductase OS=Leishmania infantum OX=5671 GN=GMPR PE=3 SV=1,16,2,4,0,15,17,26,6,13,27,25
GMP-PDE_-_delta_subunit_-_putative OS=Leishmania infantum OX=5671 GN=LINF_270027100 PE=3 SV=1,7,4,6,4,8,10,5,3,8,5,7
GNL3L/Grn1_putative_GTPase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_190007200 PE=4 SV=1,0,9,4,0,0,0,0,0,2,0,0
Golgi_reassembly_stacking_protein_(GRASP_homologu e)_-_putative OS=Leishmania infantum OX=5671 GN=LINF_330032900 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
GPR1/FUN34/yaaH_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_030008600 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
GPR1/FUN34/yaaH_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_030008700 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
GRAM_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_040007500 PE=4 SV=1,4,0,0,0,0,3,0,0,0,2,3
GRIP domain-containing protein OS=Leishmania infantum OX=5671 GN=LINJ_11_0070 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
GrpE protein homolog OS=Leishmania infantum OX=5671 GN=LINF_300012500 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
GTPase_activating_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360075000 PE=4 SV=1,0,0,0,4,0,0,0,0,0,0,0
GTP-binding nuclear protein OS=Leishmania infantum OX=5671 GN=LINF_250020400 PE=3 SV=1,16,14,20,18,22,13,20,7,13,15,16
Guanine deaminase OS=Leishmania infantum OX=5671 GN=LINF_290014000 PE=3 SV=1,7,0,0,0,2,5,0,0,0,0,0
Guanine nucleotide-binding protein beta subunit-like protein OS=Leishmania infantum OX=5671 GN=LINF_240006000 PE=4 SV=1,0,0,0,4,0,0,0,0,0,0,0
Guanine nucleotide-binding protein subunit beta-like protein OS=Leishmania infantum OX=5671 GN=LACK1 PE=2 SV=1,18,21,31,41,29,20,31,2,43,16,14
Guanine nucleotide-binding protein subunit beta-like protein OS=Leishmania infantum OX=5671 GN=LINF_060005200 PE=3 SV=1,38,22,17,18,41,42,41,10,88,43,20
Guanine nucleotide-binding protein subunit beta-like protein OS=Leishmania infantum OX=5671 GN=LINF_080009200 PE=3 SV=1,2,0,0,3,11,0,6,0,13,0,0
Guanine nucleotide-binding protein subunit beta-like protein OS=Leishmania infantum OX=5671 GN=LINF_100014500 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Guanine nucleotide-binding protein subunit beta-like protein OS=Leishmania infantum OX=5671 GN=LINF_140011200 PE=3 SV=1,0,2,6,0,0,0,2,0,6,0,0
Guanine nucleotide-binding protein subunit beta-like protein OS=Leishmania infantum OX=5671 GN=LINF_180013500 PE=3 SV=2,0,0,0,0,0,0,0,0,0,0,0
Guanine nucleotide-binding protein subunit beta-like protein OS=Leishmania infantum OX=5671 GN=LINF_190015400 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Guanine nucleotide-binding protein subunit beta-like protein OS=Leishmania infantum OX=5671 GN=LINF_190021900 PE=3 SV=1,3,0,0,0,0,3,0,0,3,0,0
Guanine nucleotide-binding protein subunit beta-like protein OS=Leishmania infantum OX=5671 GN=LINF_210005900 PE=3 SV=1,3,0,0,0,3,3,3,0,0,2,0
Guanine nucleotide-binding protein subunit beta-like protein OS=Leishmania infantum OX=5671 GN=LINF_220018600 PE=3 SV=1,0,0,0,0,0,2,0,0,0,0,0
Guanine nucleotide-binding protein subunit beta-like protein OS=Leishmania infantum OX=5671 GN=LINF_240025100 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Guanine nucleotide-binding protein subunit beta-like protein OS=Leishmania infantum OX=5671 GN=LINF_240028800 PE=3 SV=1,0,0,0,3,0,0,2,0,5,0,0
Guanine nucleotide-binding protein subunit beta-like protein OS=Leishmania infantum OX=5671 GN=LINF_250009500 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Guanine nucleotide-binding protein subunit beta-like protein OS=Leishmania infantum OX=5671 GN=LINF_270018900 PE=3 SV=1,0,0,6,5,2,2,0,0,0,4,0
Guanine nucleotide-binding protein subunit beta-like protein OS=Leishmania infantum OX=5671 GN=LINF_280016800 PE=3 SV=1,0,0,0,0,2,0,0,0,0,0,0
Guanine nucleotide-binding protein subunit beta-like protein OS=Leishmania infantum OX=5671 GN=LINF_290012400 PE=3 SV=1,0,0,0,0,0,0,0,0,3,0,0
Guanine nucleotide-binding protein subunit beta-like protein OS=Leishmania infantum OX=5671 GN=LINF_300009200 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Guanine nucleotide-binding protein subunit beta-like protein OS=Leishmania infantum OX=5671 GN=LINF_300039800 PE=3 SV=1,0,0,0,0,0,0,0,0,5,0,0
Guanine nucleotide-binding protein subunit beta-like protein OS=Leishmania infantum OX=5671 GN=LINF_360051300 PE=3 SV=1,0,0,0,0,0,0,0,0,8,0,0
Guanine nucleotide-binding protein subunit beta-like protein OS=Leishmania infantum OX=5671 GN=LINJ_17_0280 PE=3 SV=1,2,0,0,0,0,3,0,0,0,0,0
Guanine nucleotide-binding protein subunit beta-like protein OS=Leishmania infantum OX=5671 GN=LINJ_33_0780 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Guanylate kinase OS=Leishmania infantum OX=5671 GN=LINF_330018400 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Guide_RNA_associated_protein_-_GAP2_-_putative OS=Leishmania infantum OX=5671 GN=LINF_220011900 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Guide_RNA_binding_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_080016600 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
H(+)-exporting diphosphatase OS=Leishmania infantum OX=5671 GN=LINF_310018700 PE=3 SV=1,62,40,112,44,107,115,102,39,30,104,105
H(+)-transporting two-sector ATPase OS=Leishmania infantum OX=5671 GN=LINF_340044200 PE=3 SV=1,21,10,25,40,13,25,30,0,7,34,9
H/ACA ribonucleoprotein complex subunit OS=Leishmania infantum OX=5671 GN=LINF_340050700 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
H1 histone-like protein OS=Leishmania infantum OX=5671 GN=LINF_330042600 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Haloacid dehalogenase-like hydrolase-like protein OS=Leishmania infantum OX=5671 GN=LINF_280019300 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Haloacid_dehalogenase-like_hydrolase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_280019500 PE=4 SV=1,0,0,0,0,0,3,0,0,0,0,0
Haloacid_dehalogenase-like_hydrolase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360069000 PE=4 SV=1,17,4,8,5,9,16,12,0,20,7,11
HD_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_320032300 PE=4 SV=1,0,0,0,0,3,0,0,0,2,0,0
HEAT repeat-containing protein 1 OS=Leishmania infantum OX=5671 GN=LINF_260023200 PE=3 SV=1,0,3,3,2,0,0,0,0,0,0,0
Heat shock protein 70-related protein OS=Leishmania infantum OX=5671 GN=HSP70.4 PE=3 SV=1,76,37,47,49,42,73,49,9,35,75,30
Heat shock protein 83-1 OS=Leishmania infantum OX=5671 GN=HSP83-2 PE=3 SV=1,104,59,106,84,135,118,132,38,222,138,85
HEAT_repeats/HEAT_repeat_-_putative OS=Leishmania infantum OX=5671 GN=LINF_180011900 PE=4 SV=1,12,2,0,5,6,15,0,2,4,7,6
Heat_shock_70-related_protein_1_-_mitochondrial_precursor_-_putative OS=Leishmania infantum OX=5671 GN=LINF_280017800 PE=3 SV=1,62,38,32,20,54,81,80,31,20,46,78
Heat_shock_70-related_protein_1_-_mitochondrial_precursor_-_putative OS=Leishmania infantum OX=5671 GN=LINF_300030000 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Heat_shock_70-related_protein_1_-_mitochondrial_precursor_-_putative OS=Leishmania infantum OX=5671 GN=LINF_300030200 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Heat_shock_70-related_protein_1_-_mitochondrial_precursor_-_putative OS=Leishmania infantum OX=5671 GN=LINF_300030600 PE=3 SV=1,16,0,21,8,48,45,32,0,7,36,33
Heat_shock_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_330033000 PE=3 SV=1,0,0,0,0,0,0,3,0,4,0,0
Heat_shock_protein_110_-_putative OS=Leishmania infantum OX=5671 GN=LINF_180019100 PE=4 SV=1,76,39,60,113,66,78,44,17,78,79,43
Heat_shock_protein_20_-_putative OS=Leishmania infantum OX=5671 GN=LINF_290032200 PE=3 SV=1,0,0,0,0,2,0,0,0,0,0,0
Heat_shock_protein_90_-_putative OS=Leishmania infantum OX=5671 GN=LPG3 PE=3 SV=1,24,15,9,0,23,28,30,10,11,14,27
Heat_shock_protein_DNAJ_-_putative OS=Leishmania infantum OX=5671 GN=LINF_220005800 PE=4 SV=1,4,0,6,7,4,2,9,0,3,10,0
Heat_shock_protein_DNAJ_-_putative OS=Leishmania infantum OX=5671 GN=LINF_270032200 PE=3 SV=1,29,12,15,19,20,32,21,10,20,25,13
Heat_shock_protein_Hsp20_-_putative OS=Leishmania infantum OX=5671 GN=LINF_320028900 PE=4 SV=1,3,0,0,0,3,4,2,0,0,0,2
HEAT-like_repeat_-_putative OS=Leishmania infantum OX=5671 GN=LINF_070012900 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
HECT-domain_(Ubiquitin-transferase)_-_putative OS=Leishmania infantum OX=5671 GN=LINF_320016600 PE=4 SV=1,0,0,2,5,5,2,0,0,0,0,0
High_mobility_group_protein_homolog_tdp-1_-_putative OS=Leishmania infantum OX=5671 GN=LINF_290013700 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Histidine_phosphatase_superfamily_(Branch_1)_-__p utative OS=Leishmania infantum OX=5671 GN=LINF_090011500 PE=4 SV=1,4,0,0,0,0,2,0,0,3,0,0
Histidine_phosphatase_superfamily_(Branch_1)_-_pu tative OS=Leishmania infantum OX=5671 GN=LINF_350053800 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Histidine--tRNA ligase OS=Leishmania infantum OX=5671 GN=LINF_300011400 PE=3 SV=1,8,3,9,15,5,4,4,0,4,0,0
Histone H2A OS=Leishmania infantum OX=5671 GN=LINF_210016700 PE=3 SV=1,23,61,27,23,17,22,18,29,25,36,21
Histone H2B OS=Leishmania infantum OX=5671 GN=LINF_170019500 PE=3 SV=1,17,16,5,4,5,12,18,5,4,9,6
Histone H2B OS=Leishmania infantum OX=5671 GN=LINF_190005200 PE=3 SV=1,31,41,25,23,18,28,31,24,21,23,13
Histone H3 OS=Leishmania infantum OX=5671 GN=LINF_100015400 PE=3 SV=1,12,11,11,8,8,7,5,9,8,10,8
Histone H4 OS=Leishmania infantum OX=5671 GN=LINF_020005100 PE=3 SV=1,20,25,24,22,15,16,14,12,23,18,13
Histone H4 OS=Leishmania infantum OX=5671 GN=LINF_060005000 PE=3 SV=1,20,22,17,14,13,10,12,10,21,15,10
HNRNPA OS=Leishmania infantum OX=5671 GN=LINF_330007800 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Holliday-junction_resolvase-like_of_SPT6 /SH2_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_330041100 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Homoserine dehydrogenase OS=Leishmania infantum OX=5671 GN=LINF_070007800 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Homoserine_kinase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_300036400 PE=3 SV=1,0,0,0,0,2,3,0,0,0,0,0
Hs1vu complex proteolytic subunit-like OS=Leishmania infantum OX=5671 GN=hslV PE=2 SV=1,0,0,0,0,0,0,0,0,0,0,0
Hsp70 OS=Leishmania infantum OX=5671 GN=LINF_280035000 PE=3 SV=1,230,171,209,283,243,297,236,110,271,248,223
Hsp70_protein/TPR_repeat /Tetratricopeptide_repeat_-_putative OS=Leishmania infantum OX=5671 GN=LINF_290018300 PE=4 SV=1,27,5,2,7,11,15,4,0,10,7,4
Hsp70_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350052900 PE=4 SV=1,0,0,0,0,0,3,0,0,0,0,0
Hydrolase_-_alpha/beta_fold_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_280021800 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Hydrolase-like protein OS=Leishmania infantum OX=5671 GN=LINF_170017700 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Hydrophilic acylated surface protein a OS=Leishmania infantum OX=5671 GN=HASPA1 PE=4 SV=1,26,14,14,5,31,43,28,5,34,56,29
Hypothetical predicted multipass transmembrane protein OS=Leishmania infantum OX=5671 GN=LINF_240016100 PE=4 SV=1,25,3,0,0,20,19,7,0,12,5,7
Hypothetical predicted multi-pass transmembrane protein OS=Leishmania infantum OX=5671 GN=LINF_240024500 PE=4 SV=1,0,0,0,0,2,6,3,0,0,2,3
Hypothetical predicted multi-pass transmembrane protein OS=Leishmania infantum OX=5671 GN=LINF_240028500 PE=4 SV=1,3,0,0,0,3,4,0,0,0,0,0
Hypothetical predicted transmembrane protein OS=Leishmania infantum OX=5671 GN=LINF_240009200 PE=4 SV=2,9,8,7,4,5,16,6,0,0,14,12
Hypothetical_protein OS=Leishmania infantum OX=5671 GN=LINF_050015850 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Hypothetical_protein OS=Leishmania infantum OX=5671 GN=LINF_080015800 PE=4 SV=1,13,0,8,0,3,23,10,6,0,17,13
Hypothetical_protein OS=Leishmania infantum OX=5671 GN=LINF_190007900 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Hypothetical_protein OS=Leishmania infantum OX=5671 GN=LINF_240013500 PE=4 SV=1,2,0,0,0,0,2,0,0,0,0,0
Hypothetical_protein OS=Leishmania infantum OX=5671 GN=LINF_330005100 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Hypothetical_protein_-__conserved OS=Leishmania infantum OX=5671 GN=LINF_090005100 PE=4 SV=1,0,6,12,7,0,3,3,0,9,3,0
Hypothetical_protein_-__conserved OS=Leishmania infantum OX=5671 GN=LINF_090005200 PE=4 SV=1,5,0,2,0,2,7,2,0,0,2,3
Hypothetical_protein_-__conserved OS=Leishmania infantum OX=5671 GN=LINF_090011100 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Hypothetical_protein_-__conserved OS=Leishmania infantum OX=5671 GN=LINF_090016900 PE=4 SV=1,0,0,5,3,0,3,2,0,8,7,0
Hypothetical_protein_-__conserved OS=Leishmania infantum OX=5671 GN=LINF_090018300 PE=4 SV=2,5,0,0,0,2,3,0,0,0,0,0
Hypothetical_protein_-__conserved OS=Leishmania infantum OX=5671 GN=LINF_090018700 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Hypothetical_protein_-__conserved OS=Leishmania infantum OX=5671 GN=LINF_090019000 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Hypothetical_protein_-__conserved OS=Leishmania infantum OX=5671 GN=LINF_090021000 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_010005700 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_010008300 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_010012500 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_020005500 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_020005900 PE=4 SV=1,0,0,0,0,0,0,0,0,0,2,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_020007800 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_020010800 PE=4 SV=1,12,2,0,0,9,18,5,2,6,12,10
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_030011300 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_030012600 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_030014700 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_040005600 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_040006400 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_040007300 PE=4 SV=1,6,3,0,0,13,11,7,18,7,8,12
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_040007400 PE=4 SV=1,0,0,0,0,0,2,0,9,0,0,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_040011400 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_040015000 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_050008400 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_050009500 PE=4 SV=1,0,0,0,3,0,0,0,0,0,0,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_050010900 PE=4 SV=1,8,0,0,0,7,17,5,0,0,27,3
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_050013000 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_050013400 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_060010500 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_060014900 PE=4 SV=1,10,2,2,0,6,6,2,2,12,19,12
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_060016800 PE=4 SV=2,0,0,0,0,0,0,0,0,0,0,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_060017000 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_070007400 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_070012000 PE=4 SV=1,45,23,71,41,59,37,45,8,63,37,17
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_070012200 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_070018100 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_080009500 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_080010800 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_080013100 PE=4 SV=1,0,0,0,0,4,0,0,0,0,0,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_100006200 PE=4 SV=1,5,0,0,0,0,2,2,0,4,0,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_100006500 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_100007500 PE=4 SV=1,0,0,0,0,5,5,0,0,0,4,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_100013000 PE=4 SV=1,10,3,3,0,7,12,6,2,3,10,7
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_100014100 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_100016900 PE=4 SV=2,0,0,0,0,0,0,0,0,0,0,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_110007500 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_110013200 PE=4 SV=1,0,0,0,0,0,0,0,0,0,5,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_110013700 PE=4 SV=2,0,0,0,0,0,0,0,0,0,0,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_110013800 PE=4 SV=1,2,0,0,0,0,3,0,0,0,0,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_110016300 PE=4 SV=1,9,0,5,0,0,14,12,12,0,20,12
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_110017400 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_120006000 PE=4 SV=2,0,0,0,0,0,0,0,0,0,0,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_120009000 PE=4 SV=1,9,0,2,0,9,13,2,0,3,4,6
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_120010100 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_120011200 PE=4 SV=1,0,0,5,4,3,0,0,0,0,8,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_130006300 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_130009500 PE=4 SV=1,4,0,0,0,2,7,0,0,0,0,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_130011300 PE=4 SV=1,0,0,0,2,0,0,0,0,0,0,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_130013700 PE=4 SV=2,0,0,5,0,0,3,0,0,4,0,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_130014900 PE=4 SV=1,3,3,2,0,3,0,0,0,5,0,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_130018300 PE=4 SV=1,0,0,0,0,3,0,0,8,4,3,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_130018400 PE=4 SV=1,0,0,0,0,0,3,0,4,0,0,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_130018500 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_130018800 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_130019200 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_140007800 PE=4 SV=1,3,5,6,2,0,0,0,0,10,0,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_140009200 PE=4 SV=1,10,6,0,0,6,11,9,5,7,6,7
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_140010300 PE=4 SV=1,12,0,0,0,9,15,0,0,0,8,16
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_140011000 PE=4 SV=1,0,0,0,0,2,7,0,14,5,2,6
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_140013800 PE=4 SV=1,3,0,0,0,2,2,0,0,0,0,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_140014900 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_140015800 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
